timesteps,ESP_1,ESP_10,ESP_11,ESP_2,ESP_3,ESP_4,ESP_5,ESP_6,ESP_7,ESP_8,ESP_9
2018-01-02 00:00:00,1889.5428632387734,1414.8937106886576,3357.897155190152,3717.4644701947327,895.2377572401064,1815.2109108070479,1211.392724855639,4231.161908205533,2466.0330811816752,1346.7899274954402,2891.0513985781986
2018-01-02 01:00:00,1832.5466780322438,1348.8523753811207,3199.23933732675,3661.9595863069876,857.5475571647544,1748.073119515081,1182.5344843782198,4066.0042616279293,2321.514502581476,1296.380070480776,2773.710491946587
2018-01-02 02:00:00,1801.1869628456093,1307.6373090498134,3100.7783389608758,3630.816881142008,835.3601048909056,1708.3724329638367,1165.0611040312142,3954.8440611691162,2224.300420206057,1265.5511810447747,2695.9204068147424
2018-01-02 03:00:00,1768.440042765277,1261.7619335189,2992.1213393969642,3596.1623657238983,810.5341192832661,1659.3779353131895,1144.8437164913717,3822.1291316297743,2087.983871000524,1232.7763536183384,2611.057089642587
2018-01-02 04:00:00,1756.3111619808578,1236.093028938265,2942.0590594771397,3581.2001516355595,796.481336188489,1633.713366396405,1133.352198937171,3744.7811409096616,1979.7501248403228,1214.710825083421,2568.684120166617
2018-01-02 05:00:00,1860.7853642499815,1353.7560293391382,3201.5782152786646,3688.0956204941153,866.8970995501667,1756.7610692451753,1188.0394123985548,4026.0373438096944,2217.3365865608653,1305.2756546386304,2750.15325455867
2018-01-02 06:00:00,2025.58839992741,1548.1010084480927,3656.7299102985244,3848.9079145968158,976.9907357278432,1940.492818723594,1269.5821549293212,4466.302084567627,2574.8090053150236,1457.0428012002155,3083.7095620872324
2018-01-02 07:00:00,2204.8123633441282,1751.6385062002398,4133.725509555601,4024.7845421921566,1096.7522159774257,2153.7650256095444,1359.9995176359585,4966.669682450734,3046.2692127389946,1613.4827211269708,3427.00334700908
2018-01-02 08:00:00,2325.6806344772376,1897.5177722182923,4476.739536227289,4144.47394992445,1179.208512799777,2299.891685040221,1423.400665198823,5336.631706532053,3373.7923659321214,1724.5055190204725,3684.0161369153566
2018-01-02 09:00:00,2419.258830095039,2008.3011413994784,4745.840864031854,4235.870991889141,1241.5981981904947,2413.665336051469,1471.7902143497167,5625.374599667517,3630.702848673384,1807.9700947513338,3885.962258336959
2018-01-02 10:00:00,2457.870240561384,2054.693715953472,4861.793877552922,4274.180219328281,1267.973954575024,2467.227191929413,1493.6209876907035,5770.244711541421,3774.8787646177716,1841.383326948894,3974.960021343463
2018-01-02 11:00:00,2390.559815711461,1983.7337757571884,4690.464123586241,4207.70280153676,1223.0624670696618,2375.115458525661,1456.7064907250542,5538.8816716792535,3533.1101661895027,1788.257184881862,3852.717282420126
2018-01-02 12:00:00,2200.9527260534937,1790.1365024901972,4188.00585298017,4024.639256716716,1101.5764000565634,2111.0078752327186,1354.1199799664857,4870.204425559345,2830.6232533539874,1647.4538831105126,3491.298884063155
2018-01-02 13:00:00,2040.6849479910165,1616.607917511682,3765.107225210482,3867.211402013153,994.9663740055919,1896.6607180463159,1267.189040436186,4329.5127250619635,2282.3401258840613,1517.8514963948696,3184.742696857324
2018-01-02 14:00:00,2099.462791290851,1670.3151044427264,3910.3607320166157,3924.109429149478,1032.461366551993,1988.4508646429633,1300.6016946806305,4562.656815564016,2558.549850885104,1555.396175121791,3285.2408392100347
2018-01-02 15:00:00,2271.7847208062803,1839.6703107064122,4358.051914113726,4089.9383910598262,1141.2444387383025,2231.1226973256594,1392.5950093521813,5160.30714197245,3208.872603758367,1677.6254026296917,3600.602679355475
2018-01-02 16:00:00,2336.6189858428897,1906.1784944192525,4526.311253887799,4153.131706612038,1183.0689682386528,2319.279402029477,1427.308917931252,5379.64951902409,3436.2477643493753,1726.54281452954,3720.410233089279
2018-01-02 17:00:00,2417.6507899407193,1999.4160355777071,4739.906107233006,4232.9734424914495,1237.7798199087672,2413.0103493124398,1468.735536105898,5606.285651640459,3631.756290016499,1799.3456226424807,3875.7399827797635
2018-01-02 18:00:00,2292.7676075671793,1877.1231420864322,4409.731868529055,4113.490927975418,1159.6963361833862,2235.2168782253584,1402.4502708301725,5167.643963917539,3147.468969630207,1712.2409157645984,3642.478378060485
2018-01-02 19:00:00,2066.251421328319,1647.5223772378135,3819.3918633272906,3893.372890128406,1013.5255117440611,1916.736266901877,1279.8136459107996,4372.956850975961,2290.1275141683923,1545.2032619523582,3223.049681725787
2018-01-02 20:00:00,2054.443918046817,1643.7610390811997,3792.5762657806727,3884.485876986775,1010.499033385885,1906.127915375274,1277.5118593216218,4365.397009167056,2287.96634609074,1543.181762624915,3210.074107641297
2018-01-02 21:00:00,2208.320434514592,1804.8007376242115,4214.996858454814,4033.9221419901432,1112.9416945591026,2143.0646097614053,1367.3567994968005,5002.0692139318535,3004.053970735112,1657.315414778112,3522.86064110457
2018-01-02 22:00:00,2172.110386245655,1759.4499406641626,4132.930317894581,3997.775835134102,1088.1996545567815,2122.8456728852934,1352.9994855701198,4972.459478493373,3039.1991417162703,1616.8019491176806,3465.522283474142
2018-01-02 23:00:00,2195.355138783602,1779.9675501765273,4228.137575950572,4025.4177162682613,1106.611916383539,2191.971462371006,1378.2495190346615,5204.371241707835,3296.302664760687,1629.8580005076267,3530.8055144218974
2018-01-03 00:00:00,2087.2841976605196,1651.6831543435496,3935.1600725108856,3917.7992910750863,1032.399965868967,2061.48113163811,1321.6212231732998,4884.440478628652,3003.0733476710097,1531.8548944358506,3314.8704412090233
2018-01-03 01:00:00,2013.6686531180853,1566.443136455727,3732.982741592065,3846.0542625708904,983.6826436787661,1974.959555633763,1283.8262028600798,4666.0420835866535,2817.662642564199,1466.4239249202258,3162.820911408693
2018-01-03 02:00:00,1977.6608448338495,1519.896531254147,3626.899874222365,3810.4897491740835,958.2888910924306,1930.8606894496056,1264.4004503008932,4549.032412978356,2710.9282130265556,1431.6041494400135,3079.4547819033296
2018-01-03 03:00:00,1941.9168126023894,1472.744570539481,3520.974311039031,3774.572138557675,932.5608178806692,1881.000415481604,1242.46178465616,4406.907646635903,2574.454826943386,1397.4255990458134,2988.8129886874804
2018-01-03 04:00:00,1920.785149060579,1439.1580203268184,3463.4924252402116,3753.249150868993,914.2265876012859,1848.8026128989552,1226.0777717566546,4296.05160134202,2453.139158037392,1371.8715681913645,2925.0149341535475
2018-01-03 05:00:00,1987.1863280792688,1514.3726139333955,3633.882749122945,3824.294930551688,960.1231154861816,1928.5938359178679,1258.47577554206,4435.995632169291,2597.995743360422,1428.6889172774916,3022.8702261812978
2018-01-03 06:00:00,2137.089606882881,1690.906025702465,4046.9577479510735,3970.4728203746376,1060.1971949809983,2096.0542476691858,1333.758802516926,4851.9712919023195,2923.56779505812,1566.87479088676,3329.888132869771
2018-01-03 07:00:00,2284.325201490436,1856.1259576391508,4430.942973658377,4113.612880569074,1157.5394891963656,2267.6082579721246,1410.1517928004475,5285.537156617789,3291.704424763351,1696.7403087388166,3619.1790775393183
2018-01-03 08:00:00,2390.412560590701,1985.2050339462226,4729.57229251792,4218.294882982543,1230.200449020417,2396.0131025071487,1466.1973229853277,5612.996506394398,3586.358774825594,1794.452533255193,3847.069556732346
2018-01-03 09:00:00,2462.321720844971,2069.9124045795893,4934.153817806833,4287.615409241827,1277.6881812039603,2484.1028330627046,1504.3056328935415,5849.155740256554,3792.153373229876,1858.1167126311464,4007.7309100064804
2018-01-03 10:00:00,2490.835354873626,2102.6077866562973,5016.367073766402,4314.960466925184,1296.3208604166157,2523.6558446894137,1520.5928805631859,5960.039633052936,3901.3125482075543,1881.5252901953902,4074.7471232237763
2018-01-03 11:00:00,2427.400178535365,2035.7979517704227,4851.644042540038,4252.176755378734,1254.1486870843228,2437.9676342215976,1486.8792705930307,5755.720962208398,3683.1299659541837,1831.7663069966677,3962.473896498707
2018-01-03 12:00:00,2233.47912418502,1836.9630147168414,4334.979959625884,4064.367892253328,1129.3402090185496,2165.187266749567,1381.7271968860882,5066.0047043158975,2949.9853198022493,1687.8360989953221,3592.204405499854
2018-01-03 13:00:00,2060.0360609707873,1648.3691564808166,3873.3448331177983,3893.7587729956117,1013.8291778801961,1933.1856343899765,1288.87976974918,4493.356166641773,2356.8424285650476,1547.9452141254737,3262.8147110198584
2018-01-03 14:00:00,2141.2943623968563,1724.0405035689955,4078.697894632738,3972.1504119640767,1065.4630587674278,2057.758740171732,1334.814865569522,4812.215537624402,2724.5367868437925,1601.3049143407159,3406.96881799055
2018-01-03 15:00:00,2274.648518358168,1854.6028780488405,4421.319487317236,4101.517060492596,1150.7397625309466,2250.6951331721502,1408.3592129104761,5299.413530126867,3257.4814626191237,1695.6283681587872,3649.8253976341293
2018-01-03 16:00:00,2349.1442619544237,1928.9544596528194,4618.011006246256,4173.306196137029,1197.6429061846252,2353.1498300869384,1448.1295254889078,5557.888537088164,3522.2254160810594,1749.8953375389801,3790.1869045947897
2018-01-03 17:00:00,2422.2046994091343,2017.1968259055627,4815.6495601190345,4246.643629719056,1248.651611689857,2437.9394823007624,1485.2456667781892,5756.9670870026375,3702.1997122956936,1818.1014431780552,3930.879006678969
2018-01-03 18:00:00,2316.096991388408,1914.5983496766091,4538.96124677661,4145.631154896693,1182.546650983657,2285.2318176895374,1426.4927181850371,5356.895665040611,3280.031887585185,1744.0490178240464,3726.4393008141556
2018-01-03 19:00:00,2096.3598100777267,1691.5556272843496,3965.4393421475397,3931.9034006520883,1040.3441485178491,1975.1205871811928,1306.3242924699878,4575.340807550703,2441.5755547110925,1581.4915974920837,3317.2442922028213
2018-01-03 20:00:00,2035.3475296878387,1635.3503632416741,3805.4243883567956,3874.586322958038,1004.7215508283216,1895.9539342885023,1275.2532929078964,4374.564789792017,2259.5620304527183,1539.6381731533659,3202.9075126788284
2018-01-03 21:00:00,2220.00478348473,1828.1352514522828,4299.531453945583,4052.835997661186,1126.555089757024,2171.7994310410822,1380.6116471357589,5102.4176551339815,3075.583672706467,1676.7413703221694,3571.093692063297
2018-01-03 22:00:00,2186.541529278858,1783.1677079261701,4211.821813184858,4017.42106717024,1102.2217898732986,2151.7355717889245,1368.4430544844304,5090.287053770434,3107.5593133668303,1638.0093150360449,3521.798409627006
2018-01-03 23:00:00,2215.5795445930835,1815.4326281621961,4306.64055405026,4046.1416291400287,1121.9398661685386,2220.9776867896044,1391.8968866830498,5297.565250894311,3361.222278528319,1652.9508346207738,3588.160271958845
2018-01-04 00:00:00,2104.953415844379,1685.1185613984146,4007.712565579703,3936.083500431442,1046.155410150992,2087.9364209702776,1334.202614063862,4972.560478667615,3062.6709235127328,1553.0204695283082,3368.189846193494
2018-01-04 01:00:00,2035.8550954944124,1604.6870726253285,3818.9195202568258,3868.6977910652085,1000.4084418389095,2006.615048376632,1298.7663138209225,4768.8534707142735,2888.4808332696866,1491.5532806946087,3225.927253267334
2018-01-04 02:00:00,2007.9690143362395,1568.9461573005458,3737.443883368108,3841.284829346634,980.7309138621749,1972.6617959648963,1283.8467087777206,4678.628542605258,2803.7538379562375,1464.6402240088871,3160.4759375416215
2018-01-04 03:00:00,1971.4790036367217,1521.7074747860136,3635.8717624772803,3804.6804499721693,954.8809974964031,1922.701336263448,1262.241842908565,4545.036989208691,2668.6996600984235,1430.6452209816473,3072.918531682253
2018-01-04 04:00:00,1943.397966571661,1480.5628795305897,3569.5979371806943,3776.5456259699413,932.5012849738913,1883.5139475472308,1243.5639293011893,4430.941939384919,2534.920111511621,1400.089473958798,3002.5368027677177
2018-01-04 05:00:00,2012.00962436819,1557.1238416964775,3754.83442298136,3849.615167163818,980.1412103118121,1965.7033435939245,1277.7754524874624,4591.144852059606,2686.9070109228765,1459.5819915776922,3110.3886644394856
2018-01-04 06:00:00,2163.004940515579,1735.4364900328478,4170.27437683062,3996.8655097568426,1080.8863689735065,2135.8529722355397,1353.8609016345029,5012.829946828825,3020.339481776682,1598.3225539003956,3419.790186156414
2018-01-04 07:00:00,2288.919194131253,1880.149583671758,4495.176458726054,4119.357557189733,1164.1414650744339,2282.5214767946304,1419.210224728169,5377.801202923157,3331.450139704207,1710.239694962996,3665.247519994265
2018-01-04 08:00:00,2382.829051816386,1993.195561373082,4756.116498190478,4211.885393098981,1228.2852477332722,2396.4900750425277,1468.6508185970156,5666.253666660337,3597.126253504328,1795.8998924259977,3865.641967366786
2018-01-04 09:00:00,2441.810467094033,2063.3115822526993,4922.099095949961,4268.572279289103,1267.0728905612648,2468.4302077854018,1499.703002805886,5857.223593783463,3765.459865320258,1848.1660517526984,3998.167968536396
2018-01-04 10:00:00,2474.537733896645,2100.728921163927,5013.027186824342,4300.054351113863,1288.3681478290812,2512.980618242347,1517.89709214114,5976.639739873627,3885.6990456947383,1874.8924908099596,4071.5727064601033
2018-01-04 11:00:00,2415.584314247637,2039.6097423783858,4858.220293115338,4241.745248179092,1249.1545932415158,2432.3353341685306,1486.276827481052,5781.148652293042,3676.8310371619923,1829.192047768384,3966.9373341659702
2018-01-04 12:00:00,2224.6068553191885,1843.3614194148306,4348.262428156087,4056.762123847866,1126.1276372295229,2165.3304171142427,1382.8771343362034,5104.515094812773,2964.1228257989487,1686.4728125939882,3600.5570898878723
2018-01-04 13:00:00,2031.9777356730885,1637.2560118229112,3835.9622023916468,3867.6767445699306,998.283692057039,1905.5965977525066,1279.3869317679937,4458.266682647813,2291.4778549046564,1533.2170227275697,3235.1769917845622
2018-01-04 14:00:00,2128.7828436407335,1731.514114944618,4084.4181500346644,3961.379889800355,1060.3178715429576,2048.712331752166,1333.3495946647693,4822.374980192351,2698.6853170740515,1600.5221084440566,3410.7095239578694
2018-01-04 15:00:00,2288.4382587584587,1890.8409717255013,4497.691031187748,4116.427881164534,1162.8479418985182,2277.9239513407742,1421.2318701688937,5400.491992122541,3326.0502281958143,1715.53410239317,3704.3645424319266
2018-01-04 16:00:00,2344.3048364378155,1946.0408069046389,4645.8507474534035,4170.099142023655,1197.6362833375658,2356.0460032164247,1451.2155124116175,5598.532200321672,3529.1708583199343,1755.2486642243573,3809.6156372501905
2018-01-04 17:00:00,2418.5450005153543,2033.2172095914282,4846.9145156931345,4244.395448327497,1249.246319204102,2443.444017798222,1489.1422695982224,5807.322004928494,3720.842119403773,1823.2228097632592,3952.187812871648
2018-01-04 18:00:00,2306.8116033415263,1921.6355578301589,4556.119615542019,4137.6704576015,1179.3011626667978,2283.7019310107407,1427.495128677781,5394.336321934798,3285.169566813001,1743.6150152948776,3736.9588208943005
2018-01-04 19:00:00,2060.400102060803,1668.898644644989,3910.697334735103,3897.801658702018,1019.4594913758502,1938.2684232407034,1293.0041145519974,4524.7389287618535,2358.566874574821,1559.2697180557009,3275.9610165640524
2018-01-04 20:00:00,2046.6319211695716,1658.3964549761452,3872.2035726137137,3886.176209790032,1014.2110240107787,1923.7388686077768,1287.140886012139,4487.067623973011,2350.2212644971987,1552.08910974438,3248.7771784625115
2018-01-04 21:00:00,2189.4924361030435,1804.9007012065701,4248.521263662589,4023.6387345638627,1108.4176966574805,2140.8551900454336,1369.0126574488297,5060.095915646011,3011.6466195077087,1655.8421145799723,3532.608593453103
2018-01-04 22:00:00,2168.203838731184,1774.120613685291,4186.50530448449,4000.184779969918,1091.8098504392262,2135.7368869304796,1362.568151245539,5075.219995193732,3077.0397600270676,1626.8293738328773,3502.8378987263795
2018-01-04 23:00:00,2179.5554593583583,1794.3952722599195,4240.38393537542,4017.6237929951094,1106.92998108395,2186.8501558219155,1376.7328469379431,5226.709119835273,3314.6928480773026,1639.5873471186546,3572.3173159725056
2018-01-05 00:00:00,2077.7887216501085,1676.0145126968825,3968.9812582643717,3916.7427667301677,1037.7818359704993,2064.749309337154,1323.6194056896509,4930.0735127658745,3041.604219931494,1549.0070749525728,3374.433870429047
2018-01-05 01:00:00,2009.6485894085938,1597.0383032620289,3781.8941608178848,3850.5637297384596,992.7989119366355,1984.7418928498366,1289.251395612774,4728.270255782162,2870.4670891301453,1488.727232967933,3235.018858740683
2018-01-05 02:00:00,1971.9451744450437,1552.2080142069851,3677.5091301830876,3814.228395783393,967.5000303707751,1940.2657019953688,1269.685512348009,4614.091580083134,2766.0787575888867,1455.1089201257441,3156.5175519046597
2018-01-05 03:00:00,1928.018600046668,1501.4058469818608,3560.314356167519,3772.1145365544626,938.6200198235767,1883.6048332238533,1246.6380747531266,4464.319085430494,2622.1056777363106,1418.9708266077953,3068.3982540397606
2018-01-05 04:00:00,1885.0132964706327,1451.24478138284,3460.818211145833,3732.322364889215,909.346975323666,1830.1881195988603,1224.436960798294,4315.718341950963,2466.372913989607,1382.5132552328462,2991.866156277359
2018-01-05 05:00:00,1926.3010102965834,1501.4307008726562,3571.4599517611878,3780.7835776743145,940.4197241242232,1882.6651874951333,1249.1267336277638,4397.634434127484,2557.4896667888765,1422.364019438081,3060.8157662320423
2018-01-05 06:00:00,2068.9994188739,1670.8421326667947,3967.6314400754045,3920.0266415241795,1036.1519423861935,2043.0588541158822,1320.0926594615783,4798.564944811003,2873.4974014548384,1554.3907798838604,3354.871450223784
2018-01-05 07:00:00,2189.222157684464,1808.5416669499925,4281.930473943981,4036.4818019946943,1115.9670470268184,2183.170077509219,1379.5715167078731,5153.472961923974,3173.1664554607028,1661.0121693139547,3587.1997288515854
2018-01-05 08:00:00,2289.2039355863435,1925.5463260484398,4555.196993003692,4133.822379035303,1182.8006827348347,2302.3220797521144,1431.1666187283595,5452.708665814133,3443.8397401927896,1749.3552271517349,3790.4807549690445
2018-01-05 09:00:00,2363.2263641647373,2010.4532334734752,4760.8189919875895,4204.303539480911,1230.6818536448461,2391.480767321973,1468.5735791043232,5686.983546891103,3647.7805439198187,1812.5818354613125,3946.1152706414823
2018-01-05 10:00:00,2402.794664497496,2053.8875835757,4868.934578600634,4241.757824998904,1255.8117166276531,2443.1602486426045,1489.164509972056,5823.758528803664,3780.2002353257135,1843.7272295500102,4027.461656937522
2018-01-05 11:00:00,2346.8590941421944,1994.6994379629382,4722.657822494487,4185.904523043115,1218.1709291617572,2366.6806135372703,1458.300604802572,5639.943691847112,3582.316506708389,1799.1864570088806,3925.121570269445
2018-01-05 12:00:00,2131.720585182435,1772.3016321114612,4147.963307460677,3977.0467422211436,1079.0819253897885,2066.150338373972,1341.1085794083006,4879.148490764798,2779.7389561189702,1637.2268247538755,3510.5682220402355
2018-01-05 13:00:00,1952.5657446524558,1577.5025530377022,3671.8077470190897,3800.7313632915566,959.8328875572694,1830.0807936676672,1244.5380748404439,4296.77744260365,2184.8496693593547,1491.4072187216357,3167.923268944788
2018-01-05 14:00:00,2012.4704368705716,1630.6302089872975,3821.0270713099208,3858.3178994260998,997.5630071581712,1927.288009994867,1279.0050862000894,4547.278721748057,2485.099373443487,1527.7292744268943,3271.4129364616388
2018-01-05 15:00:00,2165.7832974119424,1782.7426477117783,4218.355361638041,4007.315776771717,1096.2362509045765,2150.8056913421806,1363.5227806412304,5113.246723307117,3106.0039360455976,1637.1819182034071,3553.7499436946987
2018-01-05 16:00:00,2214.226474169627,1831.1741991953984,4349.306178219517,4054.1263868958836,1126.704424231506,2219.970906492488,1389.6226621309602,5290.14558102458,3288.3389917234094,1672.0314808754213,3648.1700739088888
2018-01-05 17:00:00,2252.200430252308,1876.750329400053,4449.021826715904,4092.826333008913,1153.9085369604961,2263.349728504952,1409.8784030749105,5388.46134920881,3381.321591836106,1708.2574976520107,3719.0405145612226
2018-01-05 18:00:00,2111.0925521529352,1731.8949719357688,4074.625845800643,3957.3894833133645,1064.113606206431,2067.105264605997,1334.6485546796896,4882.1221860678825,2861.2471501455934,1603.3234267411246,3446.658880124944
2018-01-05 19:00:00,1868.1426712607665,1483.02276112429,3437.626472665836,3720.7931389403448,906.3574342319141,1724.6241495433821,1202.0175130670048,4018.697681051396,1937.7856460548303,1421.9316860887068,2991.2031282984008
2018-01-05 20:00:00,1878.2290471006431,1495.2666732977204,3455.294499984141,3731.555195864061,915.3143047678069,1739.4569109074869,1209.3113726274316,4050.1892295530847,1998.4933262826949,1431.222014066144,3001.7706804513105
2018-01-05 21:00:00,2074.8318631802817,1695.1822508822056,3968.161575620571,3919.391990399778,1042.4103500595488,2021.4052178219977,1317.7827973969818,4782.495330326219,2807.7781653718885,1574.2540516088359,3374.0748746298955
2018-01-05 22:00:00,2067.1173079864134,1678.5822524948067,3944.3840579282587,3907.9712964577766,1033.7951539018693,2026.066523243699,1314.6032366240854,4820.828523109506,2873.742722496463,1556.3666560962638,3360.6983027183346
2018-01-05 23:00:00,2085.9203562975003,1696.2472017432492,4005.6866195601197,3927.538321904537,1046.8224690118168,2066.220248012655,1335.0345641789947,5042.812596198369,3055.228440972815,1562.9218677987742,3375.1947634936087
2018-01-06 00:00:00,1982.145188961487,1575.6328900557212,3725.4912437158337,3825.680732283923,977.8276060770838,1941.63874311666,1281.6162316171417,4743.104812514218,2784.648147169682,1470.905387526784,3167.517703862839
2018-01-06 01:00:00,1908.5324818764502,1490.2741151948221,3527.453434232602,3752.926583880681,927.7783505868459,1854.5452748538373,1244.0186625111323,4534.314402510885,2591.5211349543506,1405.1580886938025,3021.280066467972
2018-01-06 02:00:00,1853.3279888269872,1425.0995002630514,3373.7011842305437,3700.6624192704544,892.8809242084372,1789.9721019047888,1216.2461448991853,4376.009135826536,2456.5448547919354,1355.6740095135888,2903.6455990268373
2018-01-06 03:00:00,1801.3531309166226,1363.3853961212603,3223.0182189595544,3651.4552793578814,861.5261494191254,1724.1843080763945,1189.2140110716584,4213.12001861201,2312.409251528193,1310.3810854644553,2788.083359861206
2018-01-06 04:00:00,1732.6553351422372,1283.3009558038063,3040.852016297312,3581.9922424157076,812.088222176923,1635.2377875718682,1153.381022908449,4012.9273408298595,2068.6324406434937,1249.4014784731148,2649.0678247303304
2018-01-06 05:00:00,1690.1567746550627,1233.0278618875413,2898.427103826848,3546.0426233767244,786.3537491668234,1589.3626021738417,1133.899162888906,3855.773942709991,1947.015051809715,1210.5804032592112,2531.1241071709687
2018-01-06 06:00:00,1702.2832465969477,1252.6801759425716,2946.158550442753,3557.908796072194,796.3021447651895,1591.5878008202592,1138.2657991545443,3880.8541343302168,1929.9921219633059,1228.4731673445497,2566.868173233989
2018-01-06 07:00:00,1750.3251885462864,1309.1586318893233,3084.0273743899775,3608.8932566779126,832.762786733341,1648.9007167016346,1163.725801952048,4042.4352828759106,2081.2741364230706,1273.726257583033,2662.3076762065566
2018-01-06 08:00:00,1856.9152728850045,1434.505549801324,3379.5271053540314,3710.168692804823,899.8511460179066,1774.7637427379507,1217.9308409825355,4352.43781747859,2341.3920360711413,1368.7943902446154,2885.754628694703
