nodes,techs,costs,cost_operation_fixed
ESP_3,roof_mounted_pv_CN,monetary,0.0017910572587187875
ESP_3,roof_mounted_pv_DE,monetary,0.0017040717001850735
ESP_3,roof_mounted_pv_ESP,monetary,0.0006108093997796127
ESP_3,roof_mounted_pv_MY,monetary,0.0016603556925336525
ESP_3,roof_mounted_pv_NL,monetary,0.0017434969146138575
ESP_3,roof_mounted_pv_PT,monetary,0.00152738984242061
ESP_3,wind_offshore_CN,monetary,0.0
ESP_3,wind_offshore_DE,monetary,0.0
ESP_3,wind_offshore_ESP,monetary,0.0
ESP_3,wind_offshore_FR,monetary,0.0
ESP_3,wind_offshore_IND,monetary,0.0
ESP_3,wind_offshore_NDL,monetary,0.0
ESP_3,wind_offshore_PT,monetary,0.0
ESP_3,wind_onshore_competing_CN,monetary,0.006680815848781793
ESP_3,wind_onshore_competing_DE,monetary,0.007287853876240467
ESP_3,wind_onshore_competing_ESP,monetary,3.2812801088416e-05
ESP_3,wind_onshore_competing_FR,monetary,0.007375209247576167
ESP_3,wind_onshore_competing_IND,monetary,0.004115289154602281
ESP_3,wind_onshore_competing_NDL,monetary,0.007511579510405212
ESP_3,wind_onshore_competing_PT,monetary,0.007400848413639328
ESP_3,wind_onshore_monopoly_CN,monetary,0.00427321314881507
ESP_3,wind_onshore_monopoly_DE,monetary,0.004649083888586237
ESP_3,wind_onshore_monopoly_ESP,monetary,0.004786588896493117
ESP_3,wind_onshore_monopoly_FR,monetary,0.00470286166002423
ESP_3,wind_onshore_monopoly_IND,monetary,0.004266364015372082
ESP_3,wind_onshore_monopoly_NDL,monetary,0.0032229873334347794
ESP_3,wind_onshore_monopoly_PT,monetary,0.004718622337278133
ESP_4,Trade_Markets_ESP_4_natural_gas_transmission,monetary,0.0
ESP_4,battery_CN,monetary,25841.35438360199
ESP_4,battery_CZ,monetary,0.5701040848188651
ESP_4,battery_ESP,monetary,0.037754707002623726
ESP_4,battery_HU,monetary,0.32189538592262923
ESP_4,battery_PL,monetary,0.5102050127674226
ESP_4,battery_US,monetary,1.7027538347464204
ESP_4,biogas_to_electricity_supply_BEL,monetary,0.008260205314467266
ESP_4,biogas_to_electricity_supply_CAN,monetary,0.00023360197715264572
ESP_4,biogas_to_electricity_supply_FR,monetary,0.00020178018630925314
ESP_4,biogas_to_electricity_supply_FSM,monetary,0.0003987863035434589
ESP_4,biogas_to_electricity_supply_UK,monetary,0.00028784684759292447
ESP_4,biogas_to_electricity_supply_USA,monetary,0.00038704844411765636
ESP_4,biomass_ESP,monetary,0.002525396876018765
ESP_4,biomass_FR,monetary,0.0025273509845257407
ESP_4,biomass_IT,monetary,0.002524241918610082
ESP_4,existing_biogas_to_electricity_supply,monetary,5013.511030136986
ESP_4,existing_biomass,monetary,240389.82608219172
ESP_4,existing_ccgt,monetary,0.003831225294523803
ESP_4,existing_chp,monetary,1674009.7293150683
ESP_4,existing_coal,monetary,0.0
ESP_4,existing_hydro_run_of_river,monetary,219657.53424657532
ESP_4,existing_nuclear,monetary,0.0
ESP_4,existing_oil_and_other,monetary,0.0
ESP_4,existing_open_field_pv,monetary,67131.83561643834
ESP_4,existing_pumped_hydro,monetary,0.0
ESP_4,existing_rooftop_pv,monetary,3216.465753424657
ESP_4,existing_wind_onshore,monetary,511277.7770136986
ESP_4,existing_wte,monetary,0.0027912615938983972
ESP_4,open_field_pv_CN,monetary,0.00164739403407498
ESP_4,open_field_pv_DE,monetary,0.13720436929713334
ESP_4,open_field_pv_ESP,monetary,0.0014039334107453266
ESP_4,open_field_pv_MY,monetary,0.05887598401467508
ESP_4,open_field_pv_NL,monetary,330681.7391602491
ESP_4,open_field_pv_PT,monetary,0.019280006184582563
ESP_4,pumped_hydro_CN,monetary,0.0
ESP_4,pumped_hydro_ESP,monetary,0.0
ESP_4,roof_mounted_pv_CN,monetary,0.0017778498512760572
ESP_4,roof_mounted_pv_DE,monetary,0.0016866975822109858
ESP_4,roof_mounted_pv_ESP,monetary,0.0006058029329820965
ESP_4,roof_mounted_pv_MY,monetary,0.0016435694731661028
ESP_4,roof_mounted_pv_NL,monetary,0.0017255849610651212
ESP_4,roof_mounted_pv_PT,monetary,0.0015123372454800708
ESP_4,wind_offshore_CN,monetary,0.004455583697705423
ESP_4,wind_offshore_DE,monetary,0.004646262256678066
ESP_4,wind_offshore_ESP,monetary,5.5205001832507444e-05
ESP_4,wind_offshore_FR,monetary,0.004672221005496423
ESP_4,wind_offshore_IND,monetary,0.004451951175836767
ESP_4,wind_offshore_NDL,monetary,0.004712027047382324
ESP_4,wind_offshore_PT,monetary,0.004679769694396664
ESP_4,wind_onshore_competing_CN,monetary,0.007613020801769637
ESP_4,wind_onshore_competing_DE,monetary,0.008286754485914882
ESP_4,wind_onshore_competing_ESP,monetary,3.7933750811096405e-05
ESP_4,wind_onshore_competing_FR,monetary,0.008382810923450675
ESP_4,wind_onshore_competing_IND,monetary,0.0038705312737949854
ESP_4,wind_onshore_competing_NDL,monetary,0.008532222365906497
ESP_4,wind_onshore_competing_PT,monetary,0.008410944302034356
ESP_4,wind_onshore_monopoly_CN,monetary,0.004310170629027062
ESP_4,wind_onshore_monopoly_DE,monetary,0.004671466995967048
ESP_4,wind_onshore_monopoly_ESP,monetary,0.004802706163908836
ESP_4,wind_onshore_monopoly_FR,monetary,0.004722847538558588
ESP_4,wind_onshore_monopoly_IND,monetary,0.004303552142111481
ESP_4,wind_onshore_monopoly_NDL,monetary,0.0032809651899723047
ESP_4,wind_onshore_monopoly_PT,monetary,0.004737891348300583
ESP_5,Trade_Markets_ESP_5_natural_gas_transmission,monetary,0.0
ESP_5,battery_CN,monetary,0.223569510069957
ESP_5,battery_CZ,monetary,0.15531077075927874
ESP_5,battery_ESP,monetary,0.02772395243146563
ESP_5,battery_HU,monetary,0.12516690661819463
ESP_5,battery_PL,monetary,0.14989517548099915
ESP_5,battery_US,monetary,0.19412403387553528
ESP_5,biogas_to_electricity_supply_BEL,monetary,0.008709862101545951
ESP_5,biogas_to_electricity_supply_CAN,monetary,0.0002360036260127769
ESP_5,biogas_to_electricity_supply_FR,monetary,0.00020366650811111178
ESP_5,biogas_to_electricity_supply_FSM,monetary,0.00040469738233118747
ESP_5,biogas_to_electricity_supply_UK,monetary,0.0002912485377094756
ESP_5,biogas_to_electricity_supply_USA,monetary,0.00039266387049469365
ESP_5,biomass_ESP,monetary,0.0025650351085495056
ESP_5,biomass_FR,monetary,0.002567037834918325
ESP_5,biomass_IT,monetary,0.002563851427788939
ESP_5,existing_biogas_to_electricity_supply,monetary,471.52568328767126
ESP_5,existing_biomass,monetary,22567.39128767123
ESP_5,existing_ccgt,monetary,0.004237552853701716
ESP_5,existing_chp,monetary,1101362.0572054794
ESP_5,existing_coal,monetary,0.004008243259092451
ESP_5,existing_hydro_run_of_river,monetary,867493.1506849314
ESP_5,existing_nuclear,monetary,0.0
ESP_5,existing_oil_and_other,monetary,0.0
ESP_5,existing_open_field_pv,monetary,60350.46575342465
ESP_5,existing_pumped_hydro,monetary,71085.8904109589
ESP_5,existing_rooftop_pv,monetary,2891.616438356164
ESP_5,existing_wind_onshore,monetary,855707.768219178
ESP_5,existing_wte,monetary,0.003070855152561808
ESP_5,open_field_pv_CN,monetary,0.0015887721042338444
ESP_5,open_field_pv_DE,monetary,0.1231517568776574
ESP_5,open_field_pv_ESP,monetary,0.001369134792950161
ESP_5,open_field_pv_MY,monetary,0.053004709919756754
ESP_5,open_field_pv_NL,monetary,47588.076867873286
ESP_5,open_field_pv_PT,monetary,0.017795023978870828
ESP_5,pumped_hydro_CN,monetary,2820.1277142616823
ESP_5,pumped_hydro_ESP,monetary,0.002720420842235617
ESP_5,roof_mounted_pv_CN,monetary,0.0018234473584371846
ESP_5,roof_mounted_pv_DE,monetary,0.0017415732733792033
ESP_5,roof_mounted_pv_ESP,monetary,0.0006242976980808494
ESP_5,roof_mounted_pv_MY,monetary,0.0016976016090096352
ESP_5,roof_mounted_pv_NL,monetary,0.0017811733257362217
ESP_5,roof_mounted_pv_PT,monetary,0.0015634571413731709
ESP_5,wind_offshore_CN,monetary,0.0
ESP_5,wind_offshore_DE,monetary,0.0
ESP_5,wind_offshore_ESP,monetary,0.0
ESP_5,wind_offshore_FR,monetary,0.0
ESP_5,wind_offshore_IND,monetary,0.0
ESP_5,wind_offshore_NDL,monetary,0.0
ESP_5,wind_offshore_PT,monetary,0.0
ESP_5,wind_onshore_competing_CN,monetary,0.006118715518730738
ESP_5,wind_onshore_competing_DE,monetary,0.006611301504582961
ESP_5,wind_onshore_competing_ESP,monetary,3.369229925295937e-05
ESP_5,wind_onshore_competing_FR,monetary,0.006681131454971128
ESP_5,wind_onshore_competing_IND,monetary,0.00372457773860211
ESP_5,wind_onshore_competing_NDL,monetary,0.006789646597235645
ESP_5,wind_onshore_competing_PT,monetary,0.006701574309185547
ESP_5,wind_onshore_monopoly_CN,monetary,0.004007407005182601
ESP_5,wind_onshore_monopoly_DE,monetary,0.004318662316310487
ESP_5,wind_onshore_monopoly_ESP,monetary,0.004430874450655249
ESP_5,wind_onshore_monopoly_FR,monetary,0.004362645187317718
ESP_5,wind_onshore_monopoly_IND,monetary,0.004001670963327588
ESP_5,wind_onshore_monopoly_NDL,monetary,0.003101201061816924
ESP_5,wind_onshore_monopoly_PT,monetary,0.004375510028599375
ESP_6,Trade_Markets_ESP_6_natural_gas_transmission,monetary,0.0
ESP_6,Trade_Markets_ESP_6_oil_fuel_transmission,monetary,0.0
ESP_6,battery_CN,monetary,0.01620444294984329
ESP_6,battery_CZ,monetary,0.0154450391487363
ESP_6,battery_ESP,monetary,0.009510064282077988
ESP_6,battery_HU,monetary,0.014914850855577498
ESP_6,battery_PL,monetary,0.015362125221139084
ESP_6,battery_US,monetary,0.015929053539966046
ESP_6,biogas_to_electricity_supply_BEL,monetary,0.00697565157046264
ESP_6,biogas_to_electricity_supply_CAN,monetary,0.00023384987216069892
